OID,OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,FID_,STREAMCODE,SITECODE,STREAMSITE,STREAMNAME,YEAR,DATE_,SAMPLE,RUN,LONGITUDE,LATITUDE,UTMX,UTMY,UTMZ,VALIDATION,CC,SITELENGTH,AVERAGEWID,AREA,USABLEAREA,NOFISH,X1,X2,X10,X11,X12,X14,X70,X73,X75,X76,X77,X78,X80,X84,X103,X131,X141,X160,X162,X163,X165,X176,X180,X181,X182,X184,X186,X189,X192,X194,X196,X197,X198,X200,X201,X203,X204,X206,X208,X209,X210,X211,X212,X214,X224,X225,X233,X235,X251,X280,X281,X311,X312,X313,X314,X316,X317,X320,X322,X330,X331,X334,X335,X337,X338,X339,X341,X342,X348,X351,X361,X366,X380,X381,X382,X999,SHANNON,BARRIERID,STREAM,STRAHLER,SHREVE,Shape_Leng,DESCR,River,FIPEX_segE,FIPEX_Subs,FIPEX_se_1,FIPEX_su_1,DCIs450mLi,DCIs5kmLi,DCIs10kmLi,DCIs10kmCu,DCIs25kmLi,DCIs25kmCu,DCIsNoDD,DCIs5kmCu,DCIs1kmCu,DCIs1kmLi,DCIs450mCu,X198_log,X210_log,S2_DCIs450mCu,S2_DCIs450mLi,S2_DCIs1kmCu,S2_DCIs1kmLi,S2_DCIs5kmCu,S2_DCIs5kmLi,S2_DCIs10kmCu,S2_DCIs10kmLi,S2_DCIs25kmCu,S2_DCIs25kmLi
-1,11,1,10,11,139,DF1,DF002WM,DF1-DF002WM,Duffins,2009,40093,1,1,-79.04444885,43.85125732,657177.0048,4857211.165,17, ,C1,56.6,4.464,252.6624,252.6624, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,21,20,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.486124016,300062,Duffins,0,0,221.223299204,Water Line  Permanent,Duffins,499,503,499_s,503_s,89.24,59.33,28.77,15.34,9.14,4.15,1.88,46.61,71.68,78.22,82.15,2.30258509299,3.04452243772,100,100,99.99,100,74.84,92.4,25.34,46.98,6.95,15.07
-1,12,1,11,12,138,DF1,DF002WM,DF1-DF002WM,Duffins,2009,40004,1,1,-79.04444885,43.85125732,657177.0048,4857211.165,17, ,C1,56.6,4.464,252.6624,252.6624, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.729384535,300062,Duffins,0,0,221.223299204,Water Line  Permanent,Duffins,499,503,499_s,503_s,89.24,59.33,28.77,15.34,9.14,4.15,1.88,46.61,71.68,78.22,82.15,0,2.48490664979,100,100,99.99,100,74.84,92.4,25.34,46.98,6.95,15.07
-1,13,1,12,13,137,DF1,DF002WM,DF1-DF002WM,Duffins,2006,39015,2,1,-79.04444885,43.85125732,657177.0048,4857211.165,17, ,C1,56.43,4.079,230.17797,230.17797, ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,1,10,26,18,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.422910354,300062,Duffins,0,0,221.223299204,Water Line  Permanent,Duffins,499,503,499_s,503_s,89.24,59.33,28.77,15.34,9.14,4.15,1.88,46.61,71.68,78.22,82.15,2.19722457734,3.25809653802,100,100,99.99,100,74.84,92.4,25.34,46.98,6.95,15.07
-1,14,1,13,14,136,DF1,DF002WM,DF1-DF002WM,Duffins,2006,38884,1,1,-79.04444885,43.85125732,657177.0048,4857211.165,17, ,C1,56.43,4.079,230.17797,230.17797, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,1,5,29,15,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.024652756,300062,Duffins,0,0,221.223299204,Water Line  Permanent,Duffins,499,503,499_s,503_s,89.24,59.33,28.77,15.34,9.14,4.15,1.88,46.61,71.68,78.22,82.15,2.19722457734,3.36729582999,100,100,99.99,100,74.84,92.4,25.34,46.98,6.95,15.07
-1,15,1,14,15,135,DF1,DF002WM,DF1-DF002WM,Duffins,2003,37795,1,1,-79.04444885,43.85125732,657177.0048,4857211.165,17, ,C1,51,3.521,179.571,179.571, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,2,7,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.565828131,300062,Duffins,0,0,221.223299204,Water Line  Permanent,Duffins,499,503,499_s,503_s,89.24,59.33,28.77,15.34,9.14,4.15,1.88,46.61,71.68,78.22,82.15,2.07944154168,1.94591014906,100,100,99.99,100,74.84,92.4,25.34,46.98,6.95,15.07
-1,16,1,15,16,597,WD1,WDU12,WD1-WDU12,West Duffins,2000,36752,1,1,-79.09347534,43.85632324,653223.4739,4857681.781,17, ,C1,70.2,9.619,675.2538,675.2538, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,23,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3.548990712,300005,Duffins,0,0,909.517776643,Water Virtual Flow Segment,Duffins,382,375,382_s,375_s,100.02,98.15,80.29,68.7,55.6,46.64,35.02,91.76,100,100.01,100,0.69314718056,0,100,100,100,100.01,93.56,99.25,77.47,87.01,66.47,70.47
-1,17,0,16,17,146,DF1,DF004WM,DF1-DF004WM,Duffins,2009,39990,1,1,-79.0853653,43.8636322,653856.4682,4858508.634,17, ,C1,48.1,3.12,150.072,147.5708, ,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,15,0,0,6.535055096,300009,Duffins,0,0,0, , ,0,0,None_s,None_s,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,18,0,17,18,145,DF1,DF004WM,DF1-DF004WM,Duffins,2006,38916,1,1,-79.0853653,43.8636322,653856.4682,4858508.634,17, ,C1,55.3,3.001666667,165.9921667,165.9921667, ,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,4,0,0,4.715524986,300009,Duffins,0,0,0, , ,0,0,None_s,None_s,0,0,0,0,0,0,0,0,0,0,0,0,2.94443897917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,19,0,18,19,144,DF1,DF004WM,DF1-DF004WM,Duffins,2003,37659,1,1,-79.0853653,43.8636322,653856.4682,4858508.634,17, ,C1,51.6,2.97,153.252,153.252, ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,4.333172533,300009,Duffins,0,0,0, , ,0,0,None_s,None_s,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1,20,1,19,20,150,DF1,DF005WM,DF1-DF005WM,Duffins,2009,40032,1,1,-79.07395935,43.86567688,654767.7507,4858757.027,17, ,C1,55.1,3.906,215.2206,215.2206, ,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,2,6,3,27,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,18,0,0,20,0,0,0,0,0,0,1,0,0,8.196631783,100003,Duffins,0,0,689.918410479,Water Line  Permanent,Duffins,483,457,483_s,457_s,99.02,82.32,63.38,53.55,51.15,44.74,35.16,72.01,99.03,99.03,98.97,2.19722457734,1.79175946923,100.02,100,99.99,99.98,81.29,89.67,63.71,73.08,67.24,66.18
-1,21,1,20,21,149,DF1,DF005WM,DF1-DF005WM,Duffins,2009,40002,1,1,-79.07395935,43.86567688,654767.7507,4858757.027,17, ,C1,55.1,3.906,215.2206,215.2206, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1.970346457,100003,Duffins,0,0,689.918410479,Water Line  Permanent,Duffins,483,457,483_s,457_s,99.02,82.32,63.38,53.55,51.15,44.74,35.16,72.01,99.03,99.03,98.97,0,0,100.02,100,99.99,99.98,81.29,89.67,63.71,73.08,67.24,66.18
-1,22,1,21,22,148,DF1,DF005WM,DF1-DF005WM,Duffins,2006,38943,1,1,-79.07395935,43.86567688,654767.7507,4858757.027,17, ,C1,52.6,2.933,154.2758,146.56201, ,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,3,3,67,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,0,0,0,4,0,0,15,0,0,0,0,0,0,2,0,0,5.959465318,100003,Duffins,0,0,689.918410479,Water Line  Permanent,Duffins,483,457,483_s,457_s,99.02,82.32,63.38,53.55,51.15,44.74,35.16,72.01,99.03,99.03,98.97,2.19722457734,1.09861228867,100.02,100,99.99,99.98,81.29,89.67,63.71,73.08,67.24,66.18
-1,23,1,22,23,147,DF1,DF005WM,DF1-DF005WM,Duffins,2003,37799,1,1,-79.07395935,43.86567688,654767.7507,4858757.027,17, ,C1,47.9,3.061666667,146.6538333,146.6538333, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,3,5,6,0,40,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,6.008642133,100003,Duffins,0,0,689.918410479,Water Line  Permanent,Duffins,483,457,483_s,457_s,99.02,82.32,63.38,53.55,51.15,44.74,35.16,72.01,99.03,99.03,98.97,2.56494935746,1.79175946923,100.02,100,99.99,99.98,81.29,89.67,63.71,73.08,67.24,66.18
-1,24,1,23,24,596,WD1,WDU10,WD1-WDU10,West Duffins,2000,36753,1,1,-79.12887573,43.86869049,650347.2803,4858990.373,17, ,C1,63,9.59,604.17,604.17, ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,159,7,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.644717583,300005,Duffins,0,0,768.078674017,Water Virtual Flow Segment,Duffins,382,13,382_s,13_s,99.46,94.12,85.06,78.13,57.33,44.58,35.02,86.87,98.5,99.02,99.36,0,2.83321334406,100.01,100.02,100.01,100,90.97,97.43,88.1899999999999,91.75,63.11,73.4300000000001
-1,25,1,24,25,241,DF1,DH02,DF1-DH02,Duffins,2008,39660,1,1,-79.09081268,43.86903,653404.8708,4859098.029,17, ,C1,64.1,5.565,356.7165,356.7165, ,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,13,0,0,6.555512179,300035,Duffins,0,0,576.08100849,Water Line  Permanent,Duffins,430,447,430_s,447_s,91.7,75.17,61.94,52.26,43.29,34.54,25.76,69.02,76.97,81.52,87.76,0,2.63905732962,94.84,99.05,84.43,88.57,90.35,93.71,71.32,82.31,66.71,67.5800000000001
-1,26,1,25,26,168,DF1,DF009WM,DF1-DF009WM,Duffins,2009,40008,1,1,-79.13312531,43.86935043,650004.1609,4859055.949,17, ,C1,46.2,8.264,381.7968,381.7968, ,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,4,0,0,0,0,0,0,9,0,0,6.165260186,300005,Duffins,0,0,712.925018108,Water Virtual Flow Segment,Duffins,12,9,12_s,9_s,97.5,92.28,84.5,79.54,57.63,44.33,34.85,85.02,96.72,97.06,97.35,0,0,99.99,100.01,100.01,99.98,88.7,95.99,89.78,91.37,62.7600000000001,73.5099999999999
-1,27,1,26,27,167,DF1,DF009WM,DF1-DF009WM,Duffins,2006,38933,1,1,-79.13312531,43.86935043,650004.1609,4859055.949,17, ,C1,46.23,7.657,353.98311,342.183673, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300005,Duffins,0,0,712.925018108,Water Virtual Flow Segment,Duffins,12,9,12_s,9_s,97.5,92.28,84.5,79.54,57.63,44.33,34.85,85.02,96.72,97.06,97.35,0,0,99.99,100.01,100.01,99.98,88.7,95.99,89.78,91.37,62.7600000000001,73.5099999999999
-1,28,1,27,28,166,DF1,DF009WM,DF1-DF009WM,Duffins,2006,38815,1,1,-79.13312531,43.86935043,650004.1609,4859055.949,17, ,C1,46.23,7.657,353.98311,342.183673, ,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,2,20,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,6.972207638,300005,Duffins,0,0,712.925018108,Water Virtual Flow Segment,Duffins,12,9,12_s,9_s,97.5,92.28,84.5,79.54,57.63,44.33,34.85,85.02,96.72,97.06,97.35,1.79175946923,0.69314718056,99.99,100.01,100.01,99.98,88.7,95.99,89.78,91.37,62.7600000000001,73.5099999999999
-1,29,1,28,29,165,DF1,DF009WM,DF1-DF009WM,Duffins,2003,37823,1,1,-79.13312531,43.86935043,650004.1609,4859055.949,17, ,C1,40,7.294,291.76,291.76, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,12,33,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4.670440705,300005,Duffins,0,0,712.925018108,Water Virtual Flow Segment,Duffins,12,9,12_s,9_s,97.5,92.28,84.5,79.54,57.63,44.33,34.85,85.02,96.72,97.06,97.35,2.07944154168,2.48490664979,99.99,100.01,100.01,99.98,88.7,95.99,89.78,91.37,62.7600000000001,73.5099999999999
-1,30,1,29,30,172,DF1,DF010WM,DF1-DF010WM,Duffins,2009,40009,1,1,-79.14398956,43.87038803,649128.6126,4859151.531,17, ,C1,83.9,8.684,728.5876,728.5876, ,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,113,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,3,0,0,0,0,0,0,1,0,0,4.282606922,300033,Duffins,0,0,1347.84159816,Water Virtual Flow Segment,Duffins,11,8,11_s,8_s,100.01,87.74,82.16,77.94,56.74,41.9,34.67,82.74,99.78,99.97,100.01,0,2.8903717579,100.01,100,99.99,99.99,88.21,91.36,88.89,89.8300000000001,59.05,73.19
-1,31,1,30,31,171,DF1,DF010WM,DF1-DF010WM,Duffins,2006,38968,1,1,-79.14398956,43.87038803,649128.6126,4859151.531,17, ,C1,84.1,8.296,697.6936,662.80892, ,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,20,20,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,19,0,1,23,0,0,0,0,0,0,0,0,0,8.945611061,300033,Duffins,0,0,1347.84159816,Water Virtual Flow Segment,Duffins,11,8,11_s,8_s,100.01,87.74,82.16,77.94,56.74,41.9,34.67,82.74,99.78,99.97,100.01,2.07944154168,2.99573227355,100.01,100,99.99,99.99,88.21,91.36,88.89,89.8300000000001,59.05,73.19
-1,32,1,31,32,170,DF1,DF010WM,DF1-DF010WM,Duffins,2006,38938,1,1,-79.14398956,43.87038803,649128.6126,4859151.531,17, ,C1,84.1,8.296,697.6936,662.80892, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,245,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,2.784735826,300033,Duffins,0,0,1347.84159816,Water Virtual Flow Segment,Duffins,11,8,11_s,8_s,100.01,87.74,82.16,77.94,56.74,41.9,34.67,82.74,99.78,99.97,100.01,0,2.63905732962,100.01,100,99.99,99.99,88.21,91.36,88.89,89.8300000000001,59.05,73.19
